級別,單字,中文
5,fleet,艦隊
5,flexibility,靈活性
5,flip,翻動
5,fluency,流暢度
5,fluid,液體
5,forge,鍛造
5,format,格式
5,forum,論壇
5,foster,促進
5,foul,犯規
5,fraction,分數
5,fragment,分段
5,framework,框架
5,franchise,特許經營權
5,fraud,詐欺罪
5,freight,貨運
5,frontier,邊境
5,galaxy,星系
5,gasp,喘氣
5,gathering,採集
5,generate,產生
5,generator,發電機
5,genetic,遺傳的
5,genetics,遺傳學
5,genre,類型
5,glare,強光
5,gloomy,陰沉
5,gorgeous,華麗的
5,grant,授予
5,graphic,形象的
5,gravity,重力
5,greed,貪婪
5,grieve,悲傷
5,grill,炙烤
5,grim,嚴峻
5,grip,緊握
5,gross,總的
5,guideline,指引
5,gut,腸道
5,habitat,棲息地
5,haul,運輸
5,hazard,冒險
5,heir,繼承人
5,hence,因此
5,herb,草本植物
5,heritage,遺產
5,highlight,強調
5,hockey,曲棍球
5,honorable,光榮的
5,horizontal,水平的
5,hormone,荷爾蒙
5,hostage,人質
5,hostile,敵對的
5,hostility,敵意
5,housing,住房
5,howl,嗥
5,hypothesis,假設
5,icon,圖示
5,ideology,思想
5,idiot,笨蛋
5,illusion,錯覺
5,immense,巨大
5,immune,免疫
5,implement,實施
5,implication,意義
5,impulse,衝動
5,incentive,激勵
5,incorporate,包含
5,index,指數
5,indifferent,冷漠
5,indigenous,原住民
5,indispensable,不可或缺
5,indulge,放縱
5,inevitable,不可避免的
5,infect,感染
5,infinite,無限
5,infrastructure,基礎設施
5,inherent,固有
5,inherit,繼承
5,initiate,發起
5,initiative,倡議
5,inject,注入
5,injection,注射
5,inning,局
5,innovation,創新
5,innovative,創新的
5,inquiry,詢問
5,insane,瘋狂的
5,insight,洞察力
5,installation,安裝
5,institute,研究所
5,institution,機構
5,intact,完好無損的
5,integrate,整合
5,integration,一體化
5,integrity,正直
5,intensify,強化
5,intent,意圖
5,interference,干涉
5,interior,內部的
5,interpretation,解釋
5,interval,間隔
5,intervention,干涉
5,investigator,研究者
5,irony,諷刺
5,journalism,新聞學
5,journalist,記者
5,judicial,司法
5,jug,壺
5,jury,陪審團
5,justify,證明合法
5,juvenile,少年
5,kidnap,綁架
5,landlord,房東
5,laser,雷射
5,lawmaker,立法者
5,lawsuit,訴訟
5,layer,層
5,league,聯盟
5,legacy,遺產
5,legendary,傳奇的
5,legislation,立法
5,legislative,立法
5,legitimate,合法的
5,lest,免得
5,liability,責任
5,likelihood,可能性
5,likewise,同樣地
5,loop,環形
5,lounge,休息室
5,lump,區塊
5,mainstream,主流
5,maintenance,維護
5,mammal,哺乳動物
5,mandate,授權
5,manifest,顯現
5,manipulate,操縱
5,mansion,大廈
5,marine,海洋
5,masculine,男性
5,massage,按摩
5,massive,大量的
5,masterpiece,傑作
5,mattress,床墊
5,meantime,同時
5,mechanism,機制
5,medication,藥物
5,mentor,導師
5,merge,合併
5,metaphor,隱喻
5,metropolitan,大都會的
5,midst,中間
5,migration,遷移
5,milestone,里程碑
5,miniature,微型
5,minimal,最小的
5,minimize,最小化
5,mint,薄荷
5,missionary,傳道者
5,moan,呻吟
5,mock,嘲笑
5,mode,模式
5,modify,調整
5,molecule,分子
5,monopoly,壟斷
5,morality,道德
5,mortality,死亡
5,mortgage,抵押
5,motive,動機
5,mount,山
5,mumble,咕噥
5,municipal,市級
5,muscular,肌肉發達的
5,mustard,芥末
5,myth,神話
5,naive,幼稚的
5,narrative,敘述
5,nasty,可惡的
5,negotiation,談判
5,neutral,中性的
5,nominate,提名
5,nomination,提名
5,nominee,被提名人
5,nonprofit,非營利組織
5,norm,規範
5,noticeable,顯
5,notify,通知
5,notion,概念
5,nowhere,無所不在
5,nutrient,養分
5,nutrition,營養
5,obligation,義務
5,obscure,朦朧
5,observer,觀察者
5,odds,賠率
5,offering,奉獻
5,olive,橄欖
5,operational,操作
5,opponent,對手
5,opposition,反對
5,opt,選擇
5,optimism,樂觀
5,optional,選修的
5,orchard,果園
5,organism,生物
5,originality,獨創性
5,outfit,全套服裝
5,outlet,出路
5,output,輸出
5,outsider,局外人
5,overall,全面的
5,overhead,開賣
5,oversee,監督
5,overtake,超過
5,overturn,顛覆
5,overwhelm,壓倒
5,parallel,平行線
5,participant,參與者
5,particle,粒子
5,partly,部分地
5,passionate,熱情的
5,pastry,糕點
5,patch,修補
5,patent,專利
5,pathetic,可憐的
5,patrol,巡邏
5,patron,贊助人
5,peasant,農民
5,pedal,踏板
5,pedestrian,行人
5,penetrate,穿透
5,pension,退休金
5,perceive,感知
5,perception,洞察力
5,performer,演員
5,persist,堅持
5,personnel,人員
5,perspective,看法
5,pessimism,悲觀主義
5,petition,請願
5,petty,小氣
5,phase,階段
5,photographic,攝影的
5,pickup,撿起
5,pier,碼頭
5,pillar,支柱
5,pipeline,管道
5,pirate,海盜
5,pitcher,投手
5,placement,放置
5,plea,懇求
5,plead,懇求
5,pledge,保證
5,plunge,暴跌
5,plural,複數
5,poetic,詩意的
5,poke,戳
5,porch,門廊
5,portfolio,資料夾
5,practitioner,實踐者
5,precaution,預防
5,predator,掠食者
5,preference,偏愛
5,prejudice,偏見
5,preliminary,初步的
5,premature,過早的
5,premier,總理
5,premise,前提
5,premium,優質的
5,prescribe,規定
5,prescription,處方
5,presidency,總統職位
5,presidential,總統
5,presumably,想必
5,presume,怙
5,prevail,佔上風
5,prey,獵物
5,prior,事先的
5,proclaim,宣告
5,productivity,生產力
5,profile,輪廓
5,profound,深刻的
5,progressive,進步
5,prohibit,禁止
5,projection,投影
5,prolong,延長
5,prone,易於
5,propaganda,宣傳
5,prophet,先知
5,proportion,部分
5,prosecution,檢控
5,prospect,前景
5,province,省
5,provision,條款
5,provoke,惹
5,pulse,脈衝
5,purchase,購買
5,pyramid,金字塔
5,qualify,有資格
5,quest,尋求
5,questionnaire,問卷
5,quiver,顫動
5,quota,配額
5,racism,種族主義
5,rack,架子
5,radiation,輻射
5,radical,激進的
5,ragged,衣衫襤褸
5,raid,襲擊
5,rail,軌
5,rally,集會
5,ranch,牧場
5,random,隨機的
5,ratio,比率
5,rational,合理的
5,rattle,撥浪鼓
5,realism,現實主義
5,realm,領域
5,rear,後部
5,reassure,安撫
5,rebellion,叛亂
5,recession,經濟衰退
5,recipient,接受者
5,recite,背誦
5,recommend,推薦
5,recommendation,推薦
5,recruit,招募
5,refuge,避難所
5,regardless,不管
5,regime,政權
5,rehearsal,排演
5,reinforce,加強
5,reminder,提醒
5,removal,移動
5,render,使成為
5,rental,出租
5,repay,償還
5,republican,共和黨
5,resemblance,相似
5,reservoir,水庫
5,residence,住宅
5,resident,居民
5,residential,住宅
5,resort,採取
5,respondent,受訪者
5,resume,恢復
5,retail,零售
5,revenue,收入
5,reverse,反向
5,rhetoric,修辭
5,rib,肋骨
5,ridge,嶺
5,ridiculous,荒謬的
5,rifle,步槍
5,rigid,死板的
5,rim,輪緣
5,riot,暴動
5,rip,撕裂
5,risky,有風險的
5,ritual,儀式
5,rival,競爭對手
5,rod,桿
5,sacred,神聖
5,saddle,鞍
5,saint,聖
5,salmon,鮭魚
5,salon,沙龍
5,sandal,涼鞋
5,scan,掃描
5,scandal,醜聞
5,scar,瘢痕
5,scenario,設想
5,scent,香味
5,scheme,方案
5,scope,範圍
5,scramble,爭奪
5,scrap,廢棄物
5,script,腳本
5,sector,部門
5,segment,部分
5,seminar,研討會
5,senator,參議員
5,sensation,感覺
5,sensitivity,靈敏度
5,sensor,感應器
5,sentiment,情緒
5,sentimental,多愁善感的
5,sequence,順序
5,series,系列
5,server,伺服器
5,session,會議
5,setting,環境
5,shareholder,股東
5,shatter,粉碎
5,shed,棚
5,sheer,純粹的
5,sheriff,警長
5,shield,盾
5,shiver,顫抖
5,shortage,短缺
5,shove,推
5,shrug,聳肩
5,shuttle,穿梭
5,sibling,兄弟
5,siege,圍城
5,skeleton,骨骼
5,skull,顱骨
5,slam,滿貫
5,slap,拍擊
5,slavery,奴隸制
5,slot,投幣口
5,smash,粉碎
5,smog,煙霧
5,snatch,搶奪
5,sneak,潛行
5,sniff,聞
5,soak,浸泡
5,soar,翱翔
5,sob,哭泣
5,sober,清醒
5,soften,軟化
5,sole,唯一
5,solo,獨奏
5,sophisticated,複雜的
5,sophomore,大二學生
5,souvenir,紀念品
5,sovereignty,主權
5,sow,母豬
5,spacious,寬敞
5,sparkle,火花
5,specialist,專家
5,specialize,專精
5,specialty,專業
5,specify,指定
5,specimen,標本
5,spectacular,壯觀的
5,spectator,旁觀者
5,spectrum,光譜
5,speculate,推測
5,sphere,領域
5,spicy,辛辣的
5,spine,脊椎
5,sponge,海綿
5,sponsor,贊助
5,sponsorship,贊助
5,spouse,配偶
5,squad,隊
5,squash,壁球
5,squat,蹲
5,stability,穩定
5,stack,堆疊
5,stain,弄髒
5,stake,賭注
5,stall,攤位
5,stance,姿態
5,startle,驚嚇
5,statistical,統計
5,steer,駕駛
5,stereotype,刻板印象
5,stew,燉
5,stimulate,刺激
5,stimulus,刺激
5,stink,臭
5,stock,庫存
5,storage,貯存
5,straighten,拉直
5,straightforward,直截了當
5,strain,拉緊
5,strand,股
5,strap,帶子
5,strategic,策略
5,striking,引人注目
5,structural,結構性的
5,stumble,絆倒
5,sturdy,結實的
5,submit,提交
5,subsequent,隨後的
5,subsidy,補貼
5,substantial,重大的
5,substitute,代替
5,subtle,微妙的
5,suburban,郊區的
5,successor,接班人
5,suite,套房
5,superb,高超
5,superstition,迷信
5,supervise,監督
5,supervision,監督
5,supervisor,導師
5,supposedly,據推測
5,supreme,最高
5,surplus,剩餘
5,surveillance,監視
5,suspend,暫停
5,sustain,維持
5,sustainable,可持續的
5,swap,交換
5,symbolic,象徵性的
5,symptom,症狀
5,syndrome,綜合症
5,tackle,處理
5,tactic(s),策略）
5,tangle,爭議
5,tempt,誘惑
5,temptation,誘惑
5,terminal,終端
5,terrify,嚇壞
5,testify,作證
5,texture,質地
5,theft,竊盜
5,theology,神學
5,theoretical,理論的
5,therapist,治療師
5,therapy,治療
5,thereby,從而
5,thesis,論文
5,thigh,大腿
5,threshold,臨界點
5,thrill,刺激
5,thriller,驚悚片
5,thrive,蓬勃發展
5,throne,王座
5,thrust,推力
5,tick,打鉤
5,tile,瓦
5,tin,錫
5,toll,收費
5,torch,火炬
5,torment,折磨
5,tournament,比賽
5,toxic,有毒的
5,trait,特徵
5,traitor,叛徒
5,transaction,交易
5,transformation,轉型
5,transit,過境
5,transition,過渡
5,transmission,傳染
5,transparent,透明的
5,trauma,創傷
5,treaty,條約
5,tribute,貢
5,trigger,扳機
5,trim,修剪
5,triple,三倍
5,trivial,瑣碎的
5,trophy,杯
5,tuition,學費
5,tumor,瘤
5,tuna,鮪魚
5,ultimate,最終的
5,uncover,揭露
5,undergo,經歷
5,undergraduate,大學部
5,underline,強調
5,undermine,破壞
5,undertake,承擔
5,undo,撤銷
5,undoubtedly,無疑
5,unemployment,失業
5,unfold,展開
5,unlock,開鎖
5,unprecedented,空前的
5,update,更新
5,upgrade,升級
5,utility,公用事業
5,utilize,利用
5,vacuum,真空
5,vague,模糊的
5,valid,有效的
5,variable,多變的
5,variation,變化
5,vein,靜脈
5,vendor,小販
5,venture,創業
5,venue,場地
5,verbal,口頭
5,verdict,判決
5,version,版本
5,versus,相對
5,vertical,垂直的
5,veteran,老將
5,via,透過
5,viable,可行的
5,vicious,惡毒
5,viewer,觀眾
5,viewpoint,觀點
5,vinegar,醋
5,virtual,虛擬的
5,visa,簽證
5,vocal,聲樂
5,volcano,火山
5,vomit,嘔吐
5,voucher,代金券
5,vow,發誓
5,vulnerable,易受傷害的
5,warehouse,倉庫
5,warrior,戰士
5,wary,警惕的
5,weird,詭異的
5,whatsoever,任何
5,wheelchair,輪椅
5,whereabouts,下落
5,whereas,然而
5,whine,抱怨
5,widespread,廣泛
5,wig,假髮
5,wilderness,荒野
5,wildlife,野生動物
5,windshield,擋風玻璃
5,wither,枯萎
5,witty,機智
5,workshop,工作坊
5,worship,崇拜
5,worthwhile,值得的
5,worthy,值得
5,yacht,遊艇
5,yield,屈服
6,abbreviate,縮寫
6,abide,遵守
6,aboriginal,原住民
6,abound,盛產
6,abstraction,抽象
6,abundance,豐富
6,academy,學院
6,accessory,配件
6,acclaim,歡呼
6,accordance,符合
6,accordingly,因此
6,accountable,負責任的
6,accumulate,累積
6,accumulation,累積
6,accusation,指控
6,accustom,習慣
6,acne,粉刺
6,acre,英畝
6,adaptation,適應
6,addiction,癮
6,administer/administrate,管理/管理
6,admiral,上將
6,adolescence,青春期
6,advisory,諮詢
6,aesthetic,美學的
6,affectionate,親熱
6,affiliate,附屬機構
6,affirm,確認
6,airtight,密閉
6,airway,氣道
6,algebra,代數
6,alienate,離間
6,align,對齊
6,allege,聲稱
6,alligator,鱷魚
6,altitude,高度
6,aluminum,鋁
6,ambiguity,歧義
6,amid/amidst,之中/之中
6,amplify,放大
6,analogy,類比
6,analytical,分析性的
6,anchor,錨
6,animate,動畫化
6,annoyance,煩惱
6,anthem,國歌
6,antibiotic,抗生素
6,anticipation,預期
6,antonym,反義詞
6,applaud,掌聲
6,applicable,適用的
6,apprentice,學徒
6,approximate,近似
6,archaeology,考古學
6,archive,檔案
6,arithmetic,算術
6,ascend,上升
6,aspire,渴望
6,assassinate,暗殺
6,asthma,氣喘
6,astray,誤入歧途
6,astronaut,太空人
6,astronomer,天文學家
6,astronomy,天文學
6,attain(ment),素養）
6,attendant,服務生
6,audit,審計
6,auditorium,禮堂
6,avert,避免
6,aviation,航空
6,awesome,驚人的
6,awhile,一會兒
6,bachelor,學士
6,backbone,骨幹
6,badge,徽章
6,banquet,宴會
6,barbarian,野蠻人
6,bass,低音
6,batter,連擊
6,beautify,美化
6,beep,嘟
6,beforehand,預先
6,beverage,飲料
6,bilateral,雙邊
6,blaze,火焰
6,bleach,漂白
6,blond/blonde,金髮/金髮女郎
6,blot,印跡
6,blunt,鈍
6,bodily,身體上的
6,booklet,小冊子
6,bosom,懷
6,boulevard,大道
6,boxing,拳擊
6,boycott,聯合抵制
6,brace,支撐
6,brassiere/bra,胸罩/胸罩
6,breadth,寬度
6,breakdown,分解
6,breakup,拆散
6,bribe,賄賂
6,brink,邊緣
6,broaden,擴大
6,brochure,小冊子
6,broil,烤
6,brook,溪
6,broth,高湯
6,brotherhood,兄弟情誼
6,bulky,笨重
6,bureaucrat,官僚
6,bypass,旁路
6,caffeine,咖啡因
6,calculator,計算機
6,calligraphy,書法
6,cape,岬
6,capsule,膠囊
6,caption,標題
6,captive,俘虜
6,captivity,囚禁
6,cardboard,紙板
6,cardinal,樞機主教
6,carefree,暢快
6,caretaker,看門人
6,carton,紙盒
6,cashier,出納員
6,casualty,傷亡
6,catastrophe,災難
6,cater,迎合
6,caterpillar,毛蟲
6,cavity,空腔
6,celery,芹菜
6,cellular,細胞的
6,Celsius,攝氏度
6,cement,水泥
6,census,人口普查
6,ceramic,陶瓷製品
6,certify,證明
6,chairperson/chair/ chairman/ chairwoman,主席/主席/主席/主席
6,champagne,香檳酒
6,chant,唄
6,charitable,慈善
6,checkup,清理
6,chemist,化學家
6,chestnut,栗
6,chili,辣椒
6,chimpanzee,黑猩猩
6,chirp,嘰嘰喳喳
6,cholesterol,膽固醇
6,cigar,雪茄
6,civilize,教化
6,clam,蛤
6,clasp,釦子
6,clearance,清除
6,climax,高潮
6,clockwise,順時針
6,clone,複製
6,closure,關閉
6,coalition,聯盟
6,coastline,海岸線
6,collision,碰撞
6,colloquial,口語化的
6,comet,彗星
6,commonplace,平凡
6,commonwealth,聯邦
6,communicative,交際的
6,comparative,比較
6,compass,羅盤
6,compile,編譯
6,complement,補充
6,complexion,膚色
6,comprehensive,綜合的
6,compute,計算
6,computerize,電腦化
6,comrade,同志
6,concession,讓步
6,concise,簡潔的
6,condense,凝結
6,confederation,聯盟
6,congressman/ congresswoman,國會議員/國會女議員
6,conquest,征服
6,conscientious,盡責的
6,conserve,養護
6,consolation,安慰
6,console,安慰
6,consonant,輔音
6,conspiracy,陰謀
6,contention,爭論
6,contestant,選手
6,continuity,連續性
6,contradict,頂撞
6,convene,召開
6,coral,珊瑚
6,corpse,屍體
6,correspondence,一致
6,cosmetic,化妝品
6,cosmetics,化妝品
6,counterpart,對方
6,coupon,優惠券
6,courtyard,庭院
6,cowardly,膽小
6,cozy,舒適
6,crackdown,鎮壓
6,cracker,餅乾
6,cram,補習班
6,cramp,抽筋
6,crater,火山口
6,credible,可信的
6,crocodile,鱷魚
6,crossing,穿越
6,crutch,拐杖
6,cub,幼獸
6,cucumber,黃瓜
6,cultivate,培育
6,cumulative,累計
6,curb,抑制
6,curfew,宵禁
6,curry,咖哩
6,customary,習慣的
6,cynical,憤世嫉俗的
6,dazzle,炫
6,deafen,震耳欲聾
6,decisive,決定性
6,dedication,奉獻
6,deduct,扣除
6,deem,認為
6,default,預設
6,defect,缺點
6,defiance,蔑視
6,definitive,確定的
6,dental,牙科
6,deplete,
6,deprive,剝奪
6,descent,血統
6,despise,鄙視
6,destined,注定的
6,detach,分離
6,detain,扣留
6,detention,拘留
6,deter,阻止
6,detergent,洗滌劑
6,devour,吞食
6,diabetes,糖尿病
6,dictate,聽寫
6,dictation,聽寫
6,dictator,獨裁者
6,dictatorship,專政
6,diesel,柴油引擎
6,differentiate,區分
6,diplomacy,外交
6,directive,指示
6,disable,停用
6,disastrous,災難性的
6,disbelief,懷疑
6,discard,丟棄
6,discharge,釋放
6,disciple,弟子
6,disciplinary,紀律處分
6,disclosure,揭露
6,discomfort,不舒服
6,discreet,慎重
6,disgrace,恥辱
6,dismay,沮喪
6,dispensable,可有可無的
6,dispense,分配
6,disposable,一次性的
6,disposal,處理
6,dispose,處置
6,dissent,異議
6,distraction,分散注意力
6,distress,苦惱
6,disturbance,幹擾
6,diversify,多樣化
6,diversion,導流
6,divert,轉移
6,dividend,股利
6,doom,厄運
6,dormitory/dorm,宿舍/宿舍
6,downward,向下
6,downward/downwards,向下/向下
6,doze,瞌睡
6,drastic,激烈的
6,draught,草稿
6,dresser,梳妝台
6,dressing,敷料
6,dual,雙重的
6,dubious,可疑
6,duration,期間
6,dusk,黃昏
6,dwarf,矮人
6,dwell,住
6,dwelling,住宅
6,eccentric,偏心
6,eclipse,蝕
6,edible,食用
6,editorial,社論
6,electrician,電工
6,elevate,提升
6,emigrant,移民
6,emigrate,移民
6,emigration,移民
6,encyclopedia,百科全書
6,endeavor,努力
6,endowment,捐贈
6,endurance,耐力
6,enhance(ment),增強（增強）
6,enlighten(ment),啟示）
6,enrich(ment),豐富）
6,enroll(ment),註冊）
6,equalize,均衡
6,equate,等同
6,escort,護送
6,esteem,尊重
6,eternity,永恆
6,evacuate,撤離
6,evergreen,常綠
6,evoke,喚起
6,examinee,考生
6,examiner,考官
6,excel,卓越
6,excerpt,摘抄
6,excess,過量的
6,exclusion,排除
6,exempt,豁免
6,exert,發揮
6,expenditure,支出
6,expiration,過期
6,expire,到期
6,extract,提煉
6,extracurricular,課外
6,eyelash/lash,睫毛/睫毛
6,eyelid,眼皮
6,eyesight,視力
6,fable,寓言
6,faction,派
6,Fahrenheit,華氏度
6,falter,動搖
6,familiarity,熟悉度
6,fascination,魅力
6,feasible,可行的
6,feeble,微弱
6,feminine,女性化的
6,fertility,生育力
6,fertilizer,肥料
6,fianc./fiance,未婚夫/未婚夫
6,fin,鰭
6,finite,有限
6,firecracker,鞭炮
6,fireproof,防火
6,fishery,漁業
6,flake,薄片
6,flaw,缺陷
6,flourish,繁榮
6,flunk,不及格
6,foe,敵人
6,folklore,民俗學
6,formidable,強大
6,formulate,制定
6,forsake,背叛
6,forthcoming,即將推出
6,fortify,強化
6,fowl,雞
6,fracture,斷裂
6,fragrance,香味
6,fragrant,香
6,frantic,瘋狂的
6,freak,怪物
6,freeway,高速公路
6,friction,摩擦
6,fume,煙
6,fury,憤怒
6,fuse,保險絲
6,fuss,大驚小怪
6,gallop,馳騁
6,gangster,流氓
6,garment,服裝
6,gauge,測量
6,gay,同性戀
6,geographical,地理的
6,geometry,幾何學
6,glacier,冰河
6,glamorous,迷人的
6,glamour,魅力
6,gleam,微光
6,glide,滑行
6,glitter,閃光
6,gloom,愁雲
6,goalkeeper,守門員
6,goodwill,善意
6,gorilla,大猩猩
6,gospel,福音
6,grapefruit,柚子
6,graze,輕擦
6,grease,潤滑脂
6,groan,呻吟
6,growl,咆哮
6,grumble,嘰
6,hacker,駭客
6,hail,冰雹
6,hamper,阻礙
6,handicap,障礙
6,handicraft,手工業
6,harass(ment),騷擾（騷擾）
6,harden,硬化
6,harmonica,口琴
6,harness,馬具
6,haunt,出沒
6,headphone(s),耳機）
6,healthful,健康的
6,hearty,爽朗
6,hedge,對沖
6,heighten,增高
6,hemisphere,半球
6,heroic,英勇
6,heroin,海洛因
6,heterosexual,異性
6,hierarchy,等級制度
6,hijack,劫持
6,hoarse,沙啞
6,homosexual,同性戀者
6,honorary,名譽
6,hospitable,好客
6,hospitality,款待
6,hospitalize,住院
6,hostel,旅館
6,hover,徘徊
6,humiliate,羞辱
6,hunch,直覺
6,hurdle,欄
6,hybrid,雜交種
6,hygiene,衛生
6,hypocrite,偽君子
6,iceberg,冰山
6,illuminate,照亮
6,imminent,迫在眉睫的
6,imperative,至關重要的
6,imperial,帝國的
6,implicit,隱含的
6,imposing,雄偉的
6,imprison(ment),監禁（監禁）
6,incline,傾斜
6,inclusive,包容性
6,incur,招致
6,indifference,漠不關心
6,indignant,憤怒
6,induce,誘發
6,industrialize,工業化
6,infectious,傳染性的
6,infer,推論
6,inflict,造成
6,inhabit,棲息
6,inhabitant,居民
6,injustice,不公正
6,inland,內陸
6,innumerable,無數
6,inquire,查詢
6,insistence,堅持
6,instinctive,本能的
6,intake,攝取量
6,intellect,智力
6,interpreter,口譯員
6,intersection,路口
6,intervene,幹預
6,intimacy,親密感
6,intimidate,威嚇
6,intonation,語調
6,intrigue,陰謀
6,intrude,侵入
6,intruder,入侵者
6,invaluable,無價
6,invariably,總是
6,inventory,存貨
6,ironic,諷刺的
6,irritable,煩躁的
6,irritate,刺激
6,isle,小島
6,itch,癢
6,ivy,常春藤
6,jade,玉
6,janitor,看門人
6,jasmine,茉莉花
6,jingle,叮噹
6,jockey,騎師
6,jolly,快樂的
6,joyous,歡樂
6,junction,交界處
6,kin,親屬
6,kindle,點燃
6,knowledgeable,知識淵博的
6,lad,小伙子
6,landlady,房東
6,landslide,土石流
6,latitude,緯度
6,lavish,奢侈的
6,layman,外行人
6,layout,佈局
6,lease,租
6,legislator,立法者
6,lengthy,冗長
6,lesbian,女同性戀
6,lessen,減少
6,lethal,致命
6,liable,容易
6,liberate,解放
6,liberation,解放
6,lieutenant,中尉
6,lifelong,終身
6,lighten,減輕
6,limp,跛行
6,liner,襯墊
6,linger,縈繞
6,lining,牙髓保護層
6,liter,公升
6,literacy,識字能力
6,literal,文字
6,literate,識字的
6,livestock,家畜
6,lizard,蜥蜴
6,locker,置物櫃
6,lodge,小屋
6,lofty,崇高的
6,logo,標識
6,lonesome,寂寞
6,longevity,長壽
6,longitude,經度
6,lotion,洗劑
6,lottery,抽籤
6,lotus,蓮花
6,loudspeaker,喇叭
6,lucrative,有利可圖的
6,lullaby,催眠曲
6,lunar,農曆
6,lure,餌
6,lush,鬱鬱蔥蔥
6,madam/ma’am,女士/女士
6,magnify,放大
6,maiden,少女
6,mainland,大陸
6,majestic,雄偉
6,majesty,威嚴
6,manuscript,稿
6,maple,楓
6,mar,三月
6,marginal,邊緣
6,martial,武術
6,marvel,奇蹟
6,mastery,精通
6,mediate,調解
6,medieval,中世紀
6,meditate,幽思
6,meditation,冥想
6,melancholy,憂鬱的
6,mentality,心理
6,merchandise,商品
6,mermaid,美人魚
6,migrant,移民
6,mimic,模仿
6,mingle,交融
6,miraculous,神奇
6,miscellaneous,各種各樣的
6,mischievous,惡作劇
6,mistress,情婦
6,mobilize,動員
6,modernization,現代化
6,modernize,現代化
6,momentum,勢頭
6,monarch,君主
6,monetary,貨幣
6,monotony,單調
6,monstrous,滔天
6,moody,喜怒無常
6,morale,士氣
6,mortal,凡人
6,motherhood,母性
6,motto,座右銘
6,mound,塚
6,mourn,哀悼
6,mournful,悲哀
6,mow,刈
6,muse,沉思
6,mustache,鬍子
6,mute,沉默的
6,nag,嘮叨
6,narrate,敘事
6,narrator,敘述者
6,nationalism,民族主義
6,navigate,導航
6,navigation,導航
6,nearsighted,近視的
6,nickel,鎳
6,nostril,鼻孔
6,notable,值得注意的
6,notorious,臭名昭著
6,nourish(ment),營養）
6,novice,新手
6,nucleus,核
6,nude,裸體
6,nurture,培育
6,oasis,綠洲
6,oath,誓言
6,oatmeal,麥片
6,oblige,義務
6,obsess,纏住
6,obstinate,頑固
6,occurrence,發生
6,octopus,章魚
6,odor,氣味
6,offshore,離岸
6,offspring,後代
6,operative,操作性的
6,oppress,壓迫
6,oppression,壓迫
6,ordeal,考驗
6,orderly,秩序
6,organizer,主辦單位
6,orient,東方
6,oriental,東方的
6,originate,起源
6,ornament,裝飾品
6,orphanage,孤兒院
6,orthodox,正統
6,ounce,盎司
6,outbreak,爆發
6,outgoing,外向的
6,outing,郊遊
6,outlaw,取締
6,outlook,前景
6,outnumber,數量多於
6,outrage,暴行
6,outrageous,令人髮指的
6,outright,徹底的
6,outset,一開始
6,outskirts,郊區
6,outward,向外
6,outward/outwards,向外/向外
6,overdo,過度
6,overflow,溢出
6,overhear,無意中聽到
6,overlap,重疊
6,overwork,過度勞累
6,oyster,牡蠣
6,ozone,臭氧
6,packet,包包
6,paddle,槳
6,paperback,平裝
6,paradox,悖論
6,paralyze,癱瘓
6,parliament,議會
6,pastime,消遣
6,patriot,愛國者
6,patriotic,愛國
6,peacock,孔雀
6,pebble,卵石
6,peek,窺視
6,pending,待辦的
6,peninsula,半島
6,perch,棲息
6,peril,危險
6,perish,淪
6,permissible,允許的
6,persevere,堅持
6,persistence,堅持
6,persistent,執著的
6,petrol,汽油
6,petroleum,石油
6,pharmacist,藥師
6,pharmacy,藥局
6,pianist,鋼琴家
6,pickpocket,扒手
6,pilgrim,朝聖
6,pimple,疙瘩
6,pinch,捏
6,plague,瘟疫
6,plantation,種植園
6,playwright,劇作家
6,plow,犁
6,pneumonia,肺炎
6,polar,極性
6,ponder,思考
6,pony,小馬
6,populate,填充
6,porter,搬運工
6,posture,姿勢
6,potent,有力的
6,poultry,家禽
6,preach,傳道
6,precede,領先於
6,precedent,先例
6,precision,精確
6,predecessor,前任
6,prehistoric,史前
6,premiere,首播
6,preside,主持
6,prestige,聲望
6,preventive,預防性的
6,preview,預覽
6,priceless,無價
6,privatize,私有化
6,probe,探測
6,procession,遊行
6,proficiency,熟練程度
6,prohibition,禁止
6,propel,推進
6,prose,散文
6,prosecute,起訴
6,prospective,預期
6,prototype,原型
6,proverb,諺語
6,provincial,省
6,provisional,臨時
6,psychiatry,精神病學
6,psychic,精神
6,psychotherapy,心理治療
6,publicize,宣傳
6,puff,噗
6,punctual,準時
6,purify,淨化
6,purity,純度
6,quake,地震
6,qualification,資質
6,radiant,容光煥發的
6,radiate,輻射
6,radioactive,放射性的
6,radish,蘿蔔
6,radius,半徑
6,rap,饒舌
6,rash,皮疹
6,ratify,核准
6,realization,實現
6,reap,收穫
6,reckless,魯莽
6,reckon,估計
6,reconcile,調和
6,recreational,休閒的
6,redundancy,冗餘
6,reef,礁
6,referee,裁判
6,referendum,公投
6,refine(ment),細化（細化）
6,reflective,反光的
6,refresh(ment),刷新（更新）
6,refreshment(s),茶點）
6,refute,反駁
6,rehabilitate,恢復
6,rehearse,排練
6,reign,在位
6,rejoice,麾
6,relay,中繼
6,relentless,狠
6,reliance,依賴
6,reliant,依賴的
6,relic,遺跡
6,remainder,餘
6,reminiscent,令人懷念的
